title,href,Status,property_type,main_features,key_main_features,Floor Area,Land Area,Rates,Levy,Bedrooms,Bathrooms,Province,City,Suburb,Area,Listing Number,Sold Date,previously listed price
2 Bed House in Windsor East,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/windsor-east/T4030841,Sold,House,"{'Floor Area': '68 m²', 'Land Area': '991 m²', 'Rates': 'R 370', 'Levy': 'R 1400'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Covered Parkings': '1', 'Dining Areas': '1', 'Lounges': '1'}",68,991,370,1400,2.0,1.0,gauteng,johannesburg,randburg-and-ferndale,windsor-east,T4030841,2024-03-03,
1 Bed Townhouse in Ferndale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/ferndale/T3924005,Sold,Townhouse,{},"{'Bedrooms': '1', 'Bathrooms': '1', 'Garages': '1', 'Lounges': '1', 'Open Parkings': '1', 'Access Gate': '✔', 'Electric Fencing': '✔', 'Fenced': '✔', 'Garden': '✔', 'Intercom': '✔', 'Kitchen': '✔', 'Patio': '✔', 'Paving': '✔', 'Pet Friendly': '✔'}",0,0,0,0,1.0,1.0,gauteng,johannesburg,randburg-and-ferndale,ferndale,T3924005,2024-03-03,
2 Bed Apartment in Lonehill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/lonehill/T4471731,Sold,Apartment,"{'Floor Area': '77 m²', 'Rates': 'R 378', 'Levy': 'R 2283'}","{'Bedrooms': '2', 'Bathrooms': '2', 'Covered Parkings': '2', 'Lounges': '1', 'Garden': '✔', 'Kitchen': '✔', 'Patio': '✔', 'Pet Friendly': '✔', 'Pool': '✔'}",77,0,378,2283,2.0,2.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,lonehill,T4471731,2024-03-03,
2 Bed Apartment in Sunninghill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/sunninghill/T4352608,Sold,Apartment,"{'Floor Area': '166 m²', 'Levy': 'R 2000'}","{'Bedrooms': '2', 'Bathrooms': '3', 'Covered Parkings': '1', 'Lounges': '2', 'Pet Friendly': '✔', 'Pool': '✔'}",166,0,0,2000,2.0,3.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,sunninghill,T4352608,2024-03-03,
5 Bed House in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/188-dale-lace-avenue/T4449396,Sold,House,"{'Land Area': '1066 m²', 'Rates': 'R 2103', 'Levy': 'R 1'}","{'Bedrooms': '5', 'Bathrooms': '3', 'Dining Areas': '1', 'Garages': '3', 'Lounges': '2', 'Open Parkings': '1', 'Access Gate': '✔', 'Alarm': '✔', 'Balcony': '✔', 'Entrance Hall': '✔', 'Family Tv Room': '✔', 'Flatlets': '✔', 'Garden': '✔', 'Garden Cottage': '✔', 'Kitchen': '✔', 'Paving': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Scullery': '✔', 'Study': '✔'}",0,1066,2103,1,5.0,3.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4449396,2024-03-03,
4 Bed House in Blairgowrie,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/blairgowrie/49-olympic-road/T4506214,Sold,House,"{'Land Area': '972 m²', 'Rates': 'R 1026'}","{'Bedrooms': '4', 'Bathrooms': '3', 'Dining Areas': '1', 'En-suite': '1', 'Lounges': '2', 'Open Parkings': '4', 'Access Gate': '✔', 'Air Con': '✔', 'Alarm': '✔', 'Electric Fencing': '✔', 'Family Tv Room': '✔', 'Fenced': '✔', 'Flatlets': '✔', 'Garden': '✔', 'Garden Cottage': '✔', 'Guest Toilet': '✔', 'Kitchen': '✔', 'Lapa': '✔', 'Patio': '✔', 'Paving': '✔', 'Pet Friendly': '✔', 'Pool': '✔'}",0,972,1026,0,4.0,3.0,gauteng,johannesburg,randburg-and-ferndale,blairgowrie,T4506214,2024-03-03,
1 Bed Apartment in Lonehill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/lonehill/T4201583,Sold,Apartment,"{'Floor Area': '77 m²', 'Land Area': '2.4 ha', 'Rates': 'R 699', 'Levy': 'R 2599'}","{'Bedrooms': '1', 'Bathrooms': '1.5', 'Covered Parkings': '1', 'En-suite': '1', 'Balcony': '✔', 'BIC': '✔', 'Electric Fencing': '✔', 'Family Tv Room': '✔', 'Kitchen': '✔', 'Pool': '✔', 'Security Post': '✔'}",77,24,699,2599,1.0,1.5,gauteng,johannesburg,fourways-sunninghill-and-lonehill,lonehill,T4201583,2024-03-03,799000.0
3 Bed Townhouse in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/21-sibongile-gardens/20-scott-avenue/T4382964,Sold,Townhouse,"{'Floor Area': '210 m²', 'Rates': 'R 1180', 'Levy': 'R 1930'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'En-suite': '1', 'Garages': '3', 'Lounges': '1', 'Storeys': '2', 'Access Gate': '✔', 'Balcony': '✔', 'Built In Braai': '✔', 'BIC': '✔', 'Electric Fencing': '✔', 'Fireplace': '✔', 'Garden': '✔', 'Guest Toilet': '✔', 'Intercom': '✔', 'Kitchen': '✔', 'Pantry': '✔', 'Patio': '✔', 'Paving': '✔', 'Pet Friendly': '✔', 'Satellite': '✔', 'Scullery': '✔'}",210,0,1180,1930,3.0,2.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4382964,2024-03-03,2000000.0
4 Bed House in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/7-hibiscus-street/T4329941,Sold,House,"{'Land Area': '904 m²', 'Rates': 'R 1500'}","{'Bedrooms': '4', 'Bathrooms': '4', 'Covered Parkings': '2', 'Dining Areas': '1', 'En-suite': '1', 'Garages': '2', 'Lounges': '2', 'Access Gate': '✔', 'Alarm': '✔', 'Built In Braai': '✔', 'BIC': '✔', 'Electric Fencing': '✔', 'Family Tv Room': '✔', 'Fenced': '✔', 'Fireplace': '✔', 'Garden': '✔', 'Kitchen': '✔', 'Patio': '✔', 'Paving': '✔', 'Pet Friendly': '✔', 'Pool': '✔'}",0,904,1500,0,4.0,4.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4329941,2024-03-03,
3 Bed House in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/8-kwartel-place/T4501518,Sold,House,"{'Land Area': '581 m²', 'Rates': 'R 1195'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'Garages': '2', 'Lounges': '1', 'Patio': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Security Post': '✔', 'Staff Quarters': '✔'}",0,581,1195,0,3.0,2.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4501518,2024-03-03,1999000.0
3 Bed House in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/164-dale-lace-avenue/T4507929,Sold,House,"{'Floor Area': '230 m²', 'Land Area': '1002 m²', 'Rates': 'R 1043'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'En-suite': '1', 'Garages': '2', 'Lounges': '1', 'Storeys': '1', 'Access Gate': '✔', 'Alarm': '✔', 'Built In Braai': '✔', 'BIC': '✔', 'Electric Fencing': '✔', 'Garden': '✔', 'Kitchen': '✔', 'Pantry': '✔', 'Patio': '✔', 'Paving': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Satellite': '✔', 'Study': '✔'}",230,1002,1043,0,3.0,2.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4507929,2024-03-03,
5 Bed House in Moret,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/moret/16-magnesite-crescent/T4313902,Sold,House,"{'Land Area': '1000 m²', 'Rates': 'R 1011', 'Levy': 'R 1'}","{'Bedrooms': '5', 'Bathrooms': '4', 'Dining Areas': '1', 'En-suite': '2', 'Garages': '2', 'Lounges': '2', 'Access Gate': '✔', 'Alarm': '✔', 'Electric Fencing': '✔', 'Family Tv Room': '✔', 'Fireplace': '✔', 'Flatlets': '✔', 'Garden': '✔', 'Kitchen': '✔', 'Laundry': '✔', 'Pantry': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Scullery': '✔'}",0,1000,1011,1,5.0,4.0,gauteng,johannesburg,randburg-and-ferndale,moret,T4313902,2024-03-03,
4 Bed House in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/16-makou-street/T4160235,Sold,House,"{'Land Area': '812 m²', 'Rates': 'R 1057'}","{'Bedrooms': '4', 'Bathrooms': '3', 'Dining Areas': '1', 'Garages': '2', 'Lounges': '1', 'Flatlets': '✔', 'Patio': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Security Post': '✔'}",0,812,1057,0,4.0,3.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4160235,2024-03-03,1995000.0
3 Bed Townhouse in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/T4082281,Sold,Townhouse,"{'Land Area': '238 m²', 'Rates': 'R 454', 'Levy': 'R 1214'}","{'Bedrooms': '3', 'Bathrooms': '2', 'En-suite': '1', 'Garages': '1', 'Lounges': '1', 'Open Parkings': '1', 'Air Con': '✔', 'Garden': '✔', 'Kitchen': '✔', 'Patio': '✔', 'Paving': '✔', 'Pet Friendly': '✔', 'Security Post': '✔', 'Storage': '✔'}",0,238,454,1214,3.0,2.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4082281,2024-03-03,1599000.0
2 Bed Apartment in Malanshof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/malanshof/13-river-lodge/174-river-road/T4455039,Sold,Apartment,"{'Floor Area': '83 m²', 'Rates': 'R 300', 'Levy': 'R 2301'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Covered Parkings': '1', 'Dining Areas': '1', 'Lounges': '1', 'Patio': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Security Post': '✔'}",83,0,300,2301,2.0,1.0,gauteng,johannesburg,randburg-and-ferndale,malanshof,T4455039,2024-03-03,
2 Bed Apartment in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/T3963754,Sold,Apartment,"{'Floor Area': '73 m²', 'Rates': 'R 720', 'Levy': 'R 2118'}","{'Bedrooms': '2', 'Bathrooms': '2', 'Lounges': '1', 'Open Parkings': '1', 'Access Gate': '✔', 'Intercom': '✔', 'Kitchen': '✔', 'Patio': '✔'}",73,0,720,2118,2.0,2.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T3963754,2024-03-03,720000.0
4 Bed Townhouse in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/T4475163,Sold,Townhouse,"{'Floor Area': '183 m²', 'Rates': 'R 952', 'Levy': 'R 1633'}","{'Bedrooms': '4', 'Bathrooms': '2', 'Dining Areas': '1', 'En-suite': '1', 'Garages': '2', 'Lounges': '1', 'Open Parkings': '1', 'Access Gate': '✔', 'Built In Braai': '✔', 'Electric Fencing': '✔', 'Garden': '✔', 'Intercom': '✔', 'Kitchen': '✔', 'Paving': '✔', 'Pet Friendly': '✔', 'Pool': '✔'}",183,0,952,1633,4.0,2.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4475163,2024-03-03,
2 Bed Apartment in Craigavon,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/craigavon/2202-cedar-acres-estate/39-inchanga-road/T4211015,Sold,Apartment,"{'Floor Area': '69 m²', 'Land Area': '6962 m²', 'Rates': 'R 530', 'Levy': 'R 1553'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Covered Parkings': '1', 'Lounges': '1', 'Storeys': '1', 'Access Gate': '✔', 'BIC': '✔', 'Club House': '✔', 'Electric Fencing': '✔', 'Fenced': '✔', 'Garden': '✔', 'Kitchen': '✔', 'Patio': '✔', 'Pool': '✔', 'Security Post': '✔', 'Tennis Court': '✔'}",69,6962,530,1553,2.0,1.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,craigavon,T4211015,2024-03-03,
2 Bed Apartment in Lonehill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/lonehill/T4185742,Sold,Apartment,"{'Floor Area': '70 m²', 'Land Area': '2.5 ha', 'Rates': 'R 900', 'Levy': 'R 2000'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Dining Areas': '1', 'Lounges': '1', 'Open Parkings': '2', 'Balcony': '✔', 'Family Tv Room': '✔', 'Garden': '✔', 'Kitchen': '✔', 'Paving': '✔', 'Pool': '✔', 'Security Post': '✔'}",70,25,900,2000,2.0,1.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,lonehill,T4185742,2024-03-03,
3 Bed Apartment in Paulshof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/paulshof/T4459758,Sold,Apartment,"{'Rates': 'R 854', 'Levy': 'R 3027'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Covered Parkings': '2', 'Dining Areas': '1', 'Lounges': '1', 'Open Parkings': '1', 'BIC': '✔', 'Kitchen': '✔', 'Pool': '✔'}",0,0,854,3027,3.0,2.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,paulshof,T4459758,2024-03-03,995000.0
2 Bed House in Riverlea,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/riverlea/19-aalwyn-street/T4306409,Sold,House,"{'Land Area': '300 m²', 'Rates': 'R 417'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Dining Areas': '1', 'Garages': '1', 'Lounges': '1', 'Open Parkings': '1', 'Alarm': '✔', 'Garden': '✔', 'Pet Friendly': '✔'}",0,300,417,0,2.0,1.0,gauteng,johannesburg,northcliff,riverlea,T4306409,2024-03-03,
Studio apartment in Lonehill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/lonehill/T4355799,Sold,Studio,"{'Floor Area': '43 m²', 'Land Area': '1152 m²', 'Rates': 'R 562'}","{'Bedrooms': '0', 'Bathrooms': '1', 'Covered Parkings': '1', 'Dining Areas': '1', 'Lounges': '1', 'Kitchen': '✔', 'Pool': '✔'}",43,1152,562,0,0.0,1.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,lonehill,T4355799,2024-03-03,
2 Bed House in Riverlea,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/riverlea/T4197103,Sold,House,"{'Land Area': '263 m²', 'Rates': 'R 526'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Dining Areas': '1', 'Garages': '1', 'Lounges': '1', 'Storeys': '1', 'BIC': '✔', 'Kitchen': '✔', 'Pet Friendly': '✔'}",0,263,526,0,2.0,1.0,gauteng,johannesburg,northcliff,riverlea,T4197103,2024-03-03,
3 Bed House in Westdene,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/westdene/53-2nd-avenue/T4320244,Sold,House,"{'Floor Area': '496 m²', 'Rates': 'R 949'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Garages': '2', 'Lounges': '1', 'Flatlets': '✔', 'Garden': '✔', 'Pet Friendly': '✔'}",496,0,949,0,3.0,2.0,gauteng,johannesburg,northcliff,westdene,T4320244,2024-03-03,
2 Bed Townhouse in Douglasdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/7-ss-northernview/90-douglas-drive/T4425311,Sold,Townhouse,"{'Floor Area': '92 m²', 'Land Area': '9223 m²', 'Rates': 'R 488', 'Levy': 'R 2151'}","{'Bedrooms': '2', 'Bathrooms': '2.5', 'Lounges': '1', 'Open Parkings': '2', 'Access Gate': '✔', 'Balcony': '✔', 'Electric Fencing': '✔', 'Fenced': '✔', 'Garden': '✔', 'Guest Toilet': '✔', 'Kitchen': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Storage': '✔'}",92,9223,488,2151,2.0,2.5,gauteng,johannesburg,fourways-sunninghill-and-lonehill,douglasdale,T4425311,2024-03-03,
2 Bed Apartment in Sunninghill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/sunninghill/T4433584,Sold,Apartment,"{'Floor Area': '76 m²', 'Rates': 'R 629', 'Levy': 'R 1581'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Covered Parkings': '1', 'Lounges': '1', 'Garden': '✔', 'Pet Friendly': '✔', 'Pool': '✔'}",76,0,629,1581,2.0,1.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,sunninghill,T4433584,2024-03-03,900000.0
2 Bed Apartment in Douglasdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/115-inyati-sands/17-leslie-drive/T4418400,Sold,Apartment,"{'Floor Area': '86 m²', 'Rates': 'R 600', 'Levy': 'R 1985'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Lounges': '1', 'Pet Friendly': '✔', 'Pool': '✔'}",86,0,600,1985,2.0,1.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,douglasdale,T4418400,2024-03-03,
3 Bed House in Dainfern,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/T4355004,Sold,House,"{'Floor Area': '60 m²', 'Land Area': '207 m²', 'Rates': 'R 470'}","{'Bedrooms': '3', 'Bathrooms': '1', 'Lounges': '1'}",60,207,470,0,3.0,1.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,dainfern,T4355004,2024-03-03,920000.0
3 Bed Apartment in Sunninghill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/sunninghill/38-maroela-jacaranda-palm/7-edison-crescent/T4175986,Sold,Apartment,"{'Floor Area': '146 m²', 'Levy': 'R 1195'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'Garages': '1', 'Lounges': '1'}",146,0,0,1195,3.0,2.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,sunninghill,T4175986,2024-03-03,950000.0
2 Bed Apartment in Sunninghill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/sunninghill/T4343573,Sold,Apartment,"{'Floor Area': '109 m²', 'Levy': 'R 2853'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Covered Parkings': '2', 'Lounges': '1', 'Open Parkings': '1', 'Pet Friendly': '✔', 'Pool': '✔'}",109,0,0,2853,2.0,1.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,sunninghill,T4343573,2024-03-03,890000.0
2 Bed Apartment in Paulshof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/paulshof/T4186142,Sold,Apartment,"{'Floor Area': '89 m²', 'Land Area': '89 m²'}","{'Bedrooms': '2', 'Bathrooms': '2', 'Covered Parkings': '1', 'En-suite': '1', 'Lounges': '1', 'Built In Braai': '✔', 'BIC': '✔', 'Garden': '✔', 'Kitchen': '✔', 'Pool': '✔'}",89,89,0,0,2.0,2.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,paulshof,T4186142,2024-03-03,
3 Bed House in Dainfern,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/T4287401,Sold,House,"{'Floor Area': '52 m²', 'Land Area': '222 m²', 'Rates': 'R 400'}","{'Bedrooms': '3', 'Bathrooms': '1.5', 'Covered Parkings': '2', 'Lounges': '1', 'Open Parkings': '6', 'Pet Friendly': '✔'}",52,222,400,0,3.0,1.5,gauteng,johannesburg,fourways-sunninghill-and-lonehill,dainfern,T4287401,2024-03-03,
